"Edad_Media","Edad_SD","Satisfaccion_Vida_Media","Satisfaccion_Vida_SD","Felicidad_Media","Felicidad_SD"
56.5660851601056,74.9179990675074,8.13176862159991,2.18562686238821,8.35751176403076,1.94924496386283
